customerID,SeniorCitizen,MonthlyCharges,TotalCharges,Churn,PhoneService_No,PhoneService_Yes,InternetService_DSL,InternetService_Fiber optic,InternetService_No,MultipleLines_No_Phone_Service,MultipleLines_No,MultipleLines_Yes,OnlineSecurity_No_Internet_Service,OnlineSecurity_No,OnlineSecurity_Yes,OnlineBackup_No_Internet_Service,OnlineBackup_No,OnlineBackup_Yes,DeviceProtection_No_Internet_Service,DeviceProtection_No,DeviceProtection_Yes,TechSupport_No_Internet_Service,TechSupport_No,TechSupport_Yes,StreamingTV_No_Internet_Service,StreamingTV_No,StreamingTV_Yes,StreamingMovies_No_Internet_Service,StreamingMovies_No,StreamingMovies_Yes,gender_encoded,Partner_encoded,Dependents_encoded,Contract_encoded,PaperlessBilling_encoded,PaymentMethod_encoded,tenure_encoded
9763-GRSKD,0,49.95,587.45,0,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,1,1,1,0,1,3,0.3486238532110092
7469-LKBCI,0,18.95,326.8,0,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,1,0,0,2,0,1,0.35
8091-TTVAX,0,100.35,5681.1,0,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,1,1,0,1,0,1,0.16417910447761194
0280-XJGEX,0,103.7,5036.3,1,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,1,0,0,0,1,0,0.22727272727272727
5129-JLPIS,0,105.5,2686.05,0,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,1,0,0,0,1,2,0.2911392405063291
3655-SNQYZ,0,113.25,7895.15,0,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,0,1,1,2,0,1,0.08421052631578947
8191-XWSZG,0,20.65,1022.95,0,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,0,0,0,1,0,3,0.1
9959-WOFKT,0,106.7,7382.25,0,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,1,0,1,2,0,0,0.03529411764705882
4190-MFLUW,0,55.2,528.35,1,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,0,1,1,0,0,1,0.3879310344827586
4183-MYFRB,0,90.05,1862.9,0,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,0,0,0,0,1,2,0.2698412698412698
8779-QRDMV,1,39.65,39.65,1,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,1,0,0,0,1,2,0.6199021207177814
1680-VDCWW,0,19.8,202.25,0,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,1,1,0,1,0,0,0.3247863247863248
1066-JKSGK,0,20.15,20.15,1,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,1,0,0,0,0,3,0.6199021207177814
3638-WEABW,0,59.9,3505.1,0,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,0,1,0,2,1,1,0.16417910447761194
6322-HRPFA,0,59.6,2970.3,0,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,1,1,1,0,0,1,0.22727272727272727
6865-JZNKO,0,55.3,1530.6,0,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,0,0,0,0,1,0,0.2222222222222222
6467-CHFZW,0,99.35,4749.15,1,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,1,1,1,0,1,2,0.20588235294117646
8665-UTDHZ,0,30.2,30.2,1,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,1,1,1,0,0,2,0.6199021207177814
5248-YGIJN,0,90.25,6369.45,0,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,1,1,0,2,1,1,0.016574585635359115
8773-HHUOZ,0,64.7,1093.1,1,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,0,0,1,0,1,3,0.2988505747126437
3841-NFECX,1,96.35,6766.95,0,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,0,1,0,2,1,1,0.03529411764705882
4929-XIHVW,1,95.5,181.65,0,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,1,1,0,0,1,1,0.5168067226890757
6827-IEAUQ,0,66.15,1874.45,0,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,0,1,1,1,0,3,0.18055555555555555
7310-EGVHZ,0,20.2,20.2,0,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,1,0,0,0,0,0,0.6199021207177814
3413-BMNZE,1,45.25,45.25,0,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,1,0,0,0,0,0,0.6199021207177814
6234-RAAPL,0,99.9,7251.7,0,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,0,1,1,2,0,0,0.016574585635359115
6047-YHPVI,0,69.7,316.9,1,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,1,0,0,0,1,2,0.48120300751879697
6572-ADKRS,0,74.8,3548.3,0,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,0,0,0,0,1,1,0.16216216216216217
5380-WJKOV,0,106.35,3549.25,1,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,1,0,0,0,1,2,0.18461538461538463
8168-UQWWF,0,97.85,1105.4,1,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,0,0,0,0,1,0,0.31313131313131315
8865-TNMNX,0,49.55,475.7,0,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,1,1,1,1,0,3,0.3879310344827586
9489-DEDVP,0,69.2,4872.35,0,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,0,1,1,2,1,1,0.09243697478991597
9867-JCZSP,0,20.75,418.25,0,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,0,1,1,1,0,3,0.2988505747126437
4671-VJLCL,0,79.85,4861.45,0,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,0,0,0,2,1,1,0.05555555555555555
4080-IIARD,0,76.2,981.45,0,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,0,1,0,0,1,2,0.3486238532110092
3714-NTNFO,0,84.5,3906.7,0,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,0,0,0,0,1,2,0.22727272727272727
5948-UJZLF,0,49.25,97.0,0,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,1,0,0,0,0,3,0.5168067226890757
7760-OYPDY,0,80.65,144.15,1,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,0,0,0,0,1,2,0.5168067226890757
7639-LIAYI,0,79.75,4217.8,0,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,1,0,0,2,1,1,0.1
2954-PIBKO,0,64.15,4254.1,0,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,0,1,1,2,1,1,0.08421052631578947
8012-SOUDQ,1,90.25,3838.75,0,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,0,0,0,0,1,2,0.23076923076923078
9420-LOJKX,0,99.1,1426.4,1,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,0,0,0,0,1,1,0.37373737373737376
6575-SUVOI,1,69.5,1752.65,0,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,0,1,0,0,1,1,0.2911392405063291
7495-OOKFY,1,80.65,633.3,1,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,0,1,0,0,1,1,0.34146341463414637
4667-QONEA,1,74.85,4456.35,0,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,0,1,1,1,1,1,0.07894736842105263
1658-BYGOY,1,95.45,1752.55,1,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,1,0,0,0,1,2,0.24742268041237114
8769-KKTPH,0,99.65,6311.2,0,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,0,1,1,1,1,1,0.05555555555555555
5067-XJQFU,1,108.45,7076.35,0,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,1,1,1,1,1,2,0.14606741573033707
3957-SQXML,0,24.95,894.3,0,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,0,1,1,2,0,1,0.18461538461538463
5954-BDFSG,0,107.5,7853.7,0,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,0,0,0,2,1,1,0.016574585635359115
0434-CSFON,0,100.5,4707.1,0,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,0,1,0,0,1,2,0.20588235294117646
1215-FIGMP,0,89.9,5450.7,0,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,1,0,0,0,1,0,0.07894736842105263
0526-SXDJP,0,42.1,2962.0,0,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,1,1,0,2,0,0,0.016574585635359115
0557-ASKVU,0,54.4,957.1,0,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,0,1,1,1,1,1,0.24742268041237114
5698-BQJOH,0,94.4,857.25,1,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,0,0,0,0,0,2,0.3865546218487395
5122-CYFXA,0,75.3,244.1,0,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,0,0,0,0,1,2,0.47
8627-ZYGSZ,0,78.9,3650.35,0,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,1,1,0,1,1,2,0.20588235294117646
3410-YOQBQ,0,79.2,2497.2,0,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,0,0,0,2,0,3,0.24615384615384617
3170-NMYVV,0,20.15,930.9,0,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,0,1,1,2,0,0,0.14705882352941177
7410-OIEDU,0,79.85,887.35,0,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,1,0,0,0,1,3,0.3879310344827586
2273-QCKXA,0,49.05,49.05,0,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,1,0,0,0,0,3,0.6199021207177814
0731-EBJQB,0,20.4,1090.65,0,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,0,1,1,1,1,2,0.1
1891-QRQSA,1,111.6,7099.0,0,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,1,1,1,2,1,0,0.05
8028-PNXHQ,0,24.25,1424.6,0,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,1,1,1,2,1,0,0.07142857142857142
5630-AHZIL,0,64.5,177.4,0,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,0,0,1,0,1,0,0.47
2673-CXQEU,1,110.5,6139.5,0,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,0,0,0,1,0,2,0.125
6416-JNVRK,0,55.65,2688.85,0,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,0,0,0,1,0,1,0.16216216216216217
5590-ZSKRV,0,54.65,482.25,0,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,0,1,1,0,0,3,0.34146341463414637
0191-ZHSKZ,1,74.75,2111.3,0,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,1,0,0,0,1,2,0.2222222222222222
3887-PBQAO,0,25.9,1216.6,0,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,0,1,1,1,1,1,0.09836065573770492
5919-TMRGD,0,79.35,79.35,1,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,0,0,1,0,1,2,0.6199021207177814
8108-UXRQN,0,50.55,565.35,0,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,0,1,1,0,0,2,0.31313131313131315
9191-MYQKX,0,75.15,496.9,1,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,0,1,0,0,1,0,0.3893129770992366
9919-YLNNG,0,103.8,4327.5,0,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,0,0,0,0,1,0,0.2153846153846154
0318-ZOPWS,0,20.15,973.35,0,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,0,1,0,2,1,0,0.22727272727272727
4445-ZJNMU,0,99.3,918.75,0,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,1,0,0,0,1,1,0.3865546218487395
4808-YNLEU,0,62.15,2215.45,0,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,0,1,0,1,1,0,0.17045454545454544
1862-QRWPE,0,20.65,1057.0,0,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,0,1,1,2,0,0,0.140625
2796-NNUFI,0,19.95,927.1,0,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,0,1,1,2,1,3,0.16216216216216217
3016-KSVCP,0,33.75,1009.25,0,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,1,1,0,0,0,3,0.20833333333333334
4767-HZZHQ,0,82.05,2570.2,0,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,1,1,1,0,0,0,0.2222222222222222
2424-WVHPL,1,74.7,74.7,0,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,1,0,0,0,0,2,0.6199021207177814
7233-PAHHL,0,84.0,5714.25,0,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,1,1,1,2,1,3,0.14606741573033707
6067-NGCEU,0,111.05,7107.0,0,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,0,0,0,0,1,1,0.11842105263157894
9848-JQJTX,0,100.9,7459.05,0,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,1,0,0,2,1,0,0.016574585635359115
8637-XJIVR,0,78.95,927.35,1,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,0,0,0,0,1,2,0.3247863247863248
9803-FTJCG,0,66.85,4748.7,0,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,1,1,1,1,1,1,0.03529411764705882
0278-YXOOG,0,21.05,113.85,1,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,1,0,0,0,0,3,0.48120300751879697
3212-KXOCR,0,21.0,1107.2,0,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,1,0,0,2,0,0,0.1
4598-XLKNJ,1,98.5,2514.5,1,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,0,1,0,0,1,2,0.2911392405063291
6380-ARCEH,0,20.2,20.2,0,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,1,0,0,0,0,3,0.6199021207177814
3679-XASPY,0,19.45,19.45,0,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,0,1,1,0,0,2,0.6199021207177814
7123-WQUHX,0,95.0,3605.6,0,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,1,0,0,1,0,0,0.22033898305084745
5386-THSLQ,1,45.55,3027.25,0,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,0,1,0,1,0,0,0.14606741573033707
3192-NQECA,0,110.0,7611.85,1,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,1,1,0,2,1,0,0.09
6180-YBIQI,0,24.3,100.2,0,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,1,0,0,0,0,3,0.48120300751879697
6728-DKUCO,0,104.15,7303.05,0,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,0,1,1,1,1,2,0.016574585635359115
9750-BOOHV,0,30.15,927.65,0,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,0,0,0,1,0,3,0.2753623188405797
8597-CWYHH,0,94.35,3921.3,0,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,1,0,0,1,0,3,0.23076923076923078
2848-YXSMW,0,19.4,1363.25,0,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,1,1,1,2,0,1,0.016574585635359115
0486-HECZI,0,96.75,5238.9,1,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,1,1,0,0,1,2,0.140625
4549-ZDQYY,0,57.95,3042.25,0,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,0,0,0,1,0,1,0.1
5712-AHQNN,0,91.65,3954.1,0,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,0,0,0,0,1,2,0.23076923076923078
4846-WHAFZ,1,76.5,2868.15,1,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,0,1,0,0,1,2,0.23076923076923078
5256-SKJGO,0,54.6,3423.5,0,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,0,1,1,2,1,2,0.05
3071-VBYPO,0,89.85,248.4,0,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,1,1,1,0,0,2,0.47
9560-BBZXK,0,31.05,1126.35,0,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,0,0,0,2,0,0,0.2
5299-RULOA,0,100.25,1064.65,1,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,0,1,1,0,1,2,0.3879310344827586
8402-OOOHJ,0,20.65,835.15,0,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,0,0,0,2,0,3,0.2
9445-ZUEQE,0,85.2,2151.6,0,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,1,1,1,0,1,1,0.18055555555555555
1091-SOZGA,0,99.8,5515.45,0,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,0,1,1,1,1,1,0.125
2928-HLDBA,0,20.7,112.75,0,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,0,0,0,0,0,3,0.36363636363636365
0404-SWRVG,0,74.4,229.55,1,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,1,0,0,0,1,2,0.47
6497-TILVL,0,50.7,350.35,0,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,0,1,1,0,0,3,0.3893129770992366
7219-TLZHO,0,20.85,62.9,0,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,0,1,1,0,0,3,0.4715909090909091
4622-YNKIJ,0,88.95,3027.65,0,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,1,0,0,2,1,2,0.21875
4412-YLTKF,1,78.05,2135.5,1,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,0,0,0,0,1,2,0.18055555555555555
6734-PSBAW,0,23.55,1723.95,0,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,1,1,0,2,1,0,0.016574585635359115
3930-ZGWVE,0,19.75,19.75,0,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,1,0,0,0,0,3,0.6199021207177814
2639-UGMAZ,1,56.45,3985.35,0,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,1,0,0,1,1,2,0.03529411764705882
2876-GZYZC,0,85.95,1215.65,0,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,0,0,0,0,1,2,0.3486238532110092
6207-WIOLX,0,58.6,1502.65,1,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,0,1,1,0,1,1,0.2911392405063291
8587-XYZSF,0,50.55,3260.1,0,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,1,0,0,2,0,0,0.10204081632653061
3091-FYHKI,0,35.45,35.45,1,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,1,0,0,0,1,2,0.6199021207177814
2372-HWUHI,0,44.35,81.25,1,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,1,0,0,0,0,2,0.5168067226890757
7799-LGRDP,0,25.7,1188.2,0,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,0,0,0,2,1,1,0.23076923076923078
7850-VWJUU,0,75.0,1778.5,0,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,0,0,0,0,1,0,0.15294117647058825
3774-VBNXY,0,20.2,1277.75,0,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,0,1,1,2,0,3,0.05
6217-KDYWC,0,19.6,1170.55,0,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,1,0,1,2,1,3,0.12307692307692308
0390-DCFDQ,1,70.45,70.45,1,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,0,1,0,0,1,3,0.6199021207177814
